legal_articles,legal_violation_categories,violation_keywords,is_generic,before_legal_categories,reason_ai,original_big_category,remove_reason
共处贰万壹仟元罚款,其他,ai,True,<泛类型>,仅有罚款金额信息，无法判断类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 共处贰万壹仟元罚款
共计处罚款,其他,ai,True,<泛类型>,仅有罚款表述，无法判断具体类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 共计处罚款
其余2条,其他,ai,True,<泛类型>,仅载明“其余2条”，无法判断具体内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 其余2条
其行为在取得经营许可后又不符合经营许可条,市场主体与登记治理,ai,True,<泛类型>,许可后不再符合法定条件经营。,无照经营/登记问题,(6-7) 泛型法条被AI分为具体分类'市场主体与登记治理'，应删除 | 原标记: <泛类型> | 法条: 其行为在取得经营许可后又不符合经营许可条
决定予以你(单位):1.罚款,其他,ai,True,<泛类型>,仅有罚款结果，未给出案由内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定予以你(单位):1.罚款
决定予以你(单位)罚款,其他,ai,True,<泛类型>,仅有罚款措辞，无具体违法信息。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定予以你(单位)罚款
决定予以处七十万元人民币罚款,其他,ai,True,<泛类型>,仅见罚款金额，无具体违法内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定予以处七十万元人民币罚款
决定予以罚款,其他,ai,True,<泛类型>,仅有“决定予以罚款”，无具体内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定予以罚款
决定从重处以罚款,其他,ai,True,<泛类型>,仅见处罚措辞，无法判断具体领域。,其他违法行为,(6-5) 处罚措施描述 | 匹配模式: '处以罚款' | 法条: 决定从重处以罚款
决定作出处4万元罚款,其他,ai,True,<泛类型>,仅有罚款金额，无具体案由信息。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定作出处4万元罚款
决定作出处罚款,其他,ai,True,<泛类型>,仅有处罚决定表述，无法判断类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定作出处罚款
决定作出如下行政处罚:处以江南***项,其他,ai,True,<泛类型>,信息极少，仅见处罚决定措辞。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定作出如下行政处罚:处以江南***项
决定作出如下行政处罚:处罚款,其他,ai,True,<泛类型>,仅见处罚款表述，无具体案情说明。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定作出如下行政处罚:处罚款
决定作出如下行政处罚:罚款,其他,ai,True,<泛类型>,仅有处罚结果，无具体违法依据。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定作出如下行政处罚:罚款
决定作出罚款,其他,ai,True,<泛类型>,仅有处罚决定字样，无法判断类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定作出罚款
决定作出责令改正,其他,ai,True,<泛类型>,仅见“责令改正”，缺乏具体内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定作出责令改正
决定减轻对当事人处罚如下:罚款,其他,ai,True,<泛类型>,仅有减轻罚款表述，无法判断类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定减轻对当事人处罚如下:罚款
决定合并处罚,其他,ai,True,<泛类型>,仅有“决定合并处罚”，无法判断具体类别。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定合并处罚
决定合并给予人民币陆仟伍佰元罚款,其他,ai,True,<泛类型>,仅见罚款金额，缺乏具体情节。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定合并给予人民币陆仟伍佰元罚款
决定合并罚款,其他,ai,True,<泛类型>,仅见“决定合并罚款”，无法具体判断。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定合并罚款
决定合并罚款伍万元整;第6-7项,其他,ai,True,<泛类型>,仅有罚款结果，无具体违法情形。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定合并罚款伍万元整;第6-7项
决定合并罚款叁万元整;第3-4项,其他,ai,True,<泛类型>,仅有罚款金额与序号，无法判断具体类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定合并罚款叁万元整;第3-4项
决定合并罚款叁万元整;第8-16项,其他,ai,True,<泛类型>,仅有罚款合并表述，无法判断类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定合并罚款叁万元整;第8-16项
决定处人民币壹万元罚款,其他,ai,True,<泛类型>,仅有罚款金额信息，无法判断类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定处人民币壹万元罚款
决定处以人民币叁万元整(￥30000.00元)的罚款,其他,ai,True,<泛类型>,仅有罚款金额，无具体法条信息。,其他违法行为,(6-5) 处罚措施描述 | 匹配模式: '处以人民币叁万元整(￥30000.00元)的罚款' | 法条: 决定处以人民币叁万元整(￥30000.00元)的罚款
决定处以罚款,其他,ai,True,<泛类型>,仅见处罚决定语，无实质案情】,其他违法行为,(6-5) 处罚措施描述 | 匹配模式: '处以罚款' | 法条: 决定处以罚款
决定处罚如下:罚款,其他,ai,True,<泛类型>,仅有罚款决定，无具体违法内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定处罚如下:罚款
决定处罚款,其他,ai,True,<泛类型>,仅见“决定处罚款”，无实质内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定处罚款
决定如下:责令限期改正,其他,ai,True,<泛类型>,仅有“责令改正”语句，无法判断具体领域。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定如下:责令限期改正
决定对A行为作出如下行政处罚:罚款,其他,ai,True,<泛类型>,仅有罚款信息，无法判断类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对A行为作出如下行政处罚:罚款
决定对你(单位)作出处一万五千元罚款,其他,ai,True,<泛类型>,仅有罚款金额，无具体违法内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对你(单位)作出处一万五千元罚款
决定对你(单位)作出如下行政处罚:1.罚款,其他,ai,True,<泛类型>,仅有罚款表述，无法判断具体类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对你(单位)作出如下行政处罚:1.罚款
决定对你(单位)作出如下行政处罚:罚款,其他,ai,True,<泛类型>,仅有罚款表述，无法判断具体类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对你(单位)作出如下行政处罚:罚款
决定对你(单位)作出罚款,其他,ai,True,<泛类型>,仅有处罚决定措辞，无法判断类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对你(单位)作出罚款
决定对你(单位)作出贰万元罚款,其他,ai,True,<泛类型>,仅有罚款金额描述，无法判断类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对你(单位)作出贰万元罚款
决定对你(单位)合并作出叁万元罚款,其他,ai,True,<泛类型>,仅有罚款金额，无具体违法内容说明。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对你(单位)合并作出叁万元罚款
决定对你作出罚款,其他,ai,True,<泛类型>,仅有罚款决定表述，无法判断具体类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对你作出罚款
决定对你做出罚款,其他,ai,True,<泛类型>,只有罚款结果，无具体违法事实。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对你做出罚款
决定对你公司作出处罚款,其他,ai,True,<泛类型>,只提罚款决定，无具体违法内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对你公司作出处罚款
决定对你公司加处罚款,其他,ai,True,<泛类型>,仅见处罚表述，无具体违法内容。,其他违法行为,(6-5) 处罚措施描述 | 匹配模式: '加处罚款' | 法条: 决定对你公司加处罚款
决定对你单位作出处罚款,其他,ai,True,<泛类型>,仅有处罚决定语句，无法判断。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对你单位作出处罚款
决定对你单位作出如下行政处罚:罚款,其他,ai,True,<泛类型>,仅见罚款决定，无具体事由。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对你单位作出如下行政处罚:罚款
决定对你单位作出罚款,其他,ai,True,<泛类型>,仅有处罚结果描述，无法判断类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对你单位作出罚款
决定对你单位作出行政处罚:罚款,其他,ai,True,<泛类型>,文本无具体案由，无法细分判断。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对你单位作出行政处罚:罚款
决定对你单位处5000元的罚款,其他,ai,True,<泛类型>,仅见处罚金额，无具体违法内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对你单位处5000元的罚款
决定对你单位处以230320元罚款,其他,ai,True,<泛类型>,仅有罚款金额，无具体违法内容。,其他违法行为,(6-5) 处罚措施描述 | 匹配模式: '处以230320元罚款' | 法条: 决定对你单位处以230320元罚款
决定对你单位处以罚款,其他,ai,True,<泛类型>,仅有处罚结果，无具体违法内容。,其他违法行为,(6-5) 处罚措施描述 | 匹配模式: '处以罚款' | 法条: 决定对你单位处以罚款
决定对你单位处罚款,其他,ai,True,<泛类型>,语句模糊，仅有处罚款信息。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对你单位处罚款
决定对你单位给予从重处罚,其他,ai,True,<泛类型>,仅有从重处罚表述，无法判断具体类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对你单位给予从重处罚
决定对你单位给予以下行政处罚:罚款,其他,ai,True,<泛类型>,仅有罚款表述，无法判断具体类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对你单位给予以下行政处罚:罚款
决定对你单位罚款,其他,ai,True,<泛类型>,仅有处罚结果描述，无具体案由。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对你单位罚款
决定对你（单位）作出处一万元罚款,其他,ai,True,<泛类型>,仅有罚款结果，无具体违法情形说明。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对你（单位）作出处一万元罚款
决定对你（单位）作出处十三万元罚款,其他,ai,True,<泛类型>,仅有罚款金额，无任何案情细节。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对你（单位）作出处十三万元罚款
决定对其作出如下行政处罚:罚款,其他,ai,True,<泛类型>,仅有罚款结果，无具体违法内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对其作出如下行政处罚:罚款
决定对其处以人民币叁仟元罚款,其他,ai,True,<泛类型>,仅见处罚金额，无具体违法情节。,其他违法行为,(6-5) 处罚措施描述 | 匹配模式: '处以人民币叁仟元罚款' | 法条: 决定对其处以人民币叁仟元罚款
决定对其处责令限期改正,其他,ai,True,<泛类型>,只有责令改正表述，无法细分类别。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对其处责令限期改正
决定对北京三京汽车配件有限公司处以罚款,其他,ai,True,<泛类型>,仅见处罚决定文字，无法判断类型。,其他违法行为,(6-5) 处罚措施描述 | 匹配模式: '处以罚款' | 法条: 决定对北京三京汽车配件有限公司处以罚款
决定对单位作出处罚款,其他,ai,True,<泛类型>,仅有处罚用语，无法确定具体领域。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对单位作出处罚款
决定对台州市大洋渔轮修造有限公司合并处罚款,其他,ai,True,<泛类型>,仅有合并处罚决定标题，信息不足。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对台州市大洋渔轮修造有限公司合并处罚款
决定对台州市大洋渔轮修造有限公司给予罚款,其他,ai,True,<泛类型>,仅有处罚决定表述，无法判断类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对台州市大洋渔轮修造有限公司给予罚款
决定对康保安防系统(中国)有限公司处以罚款,其他,ai,True,<泛类型>,仅有处罚决定，无具体违法内容信息。,其他违法行为,(6-5) 处罚措施描述 | 匹配模式: '处以罚款' | 法条: 决定对康保安防系统(中国)有限公司处以罚款
决定对当事人从轻处罚如下:一、罚款,其他,ai,True,<泛类型>,仅出现罚款用语，无法判断领域。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对当事人从轻处罚如下:一、罚款
决定对当事人从轻处罚如下:罚款,其他,ai,True,<泛类型>,仅见处罚措辞，无具体违法内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对当事人从轻处罚如下:罚款
决定对当事人作出如下行政处罚:处罚款,其他,ai,True,<泛类型>,仅有处罚款表述，无法判断具体类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对当事人作出如下行政处罚:处罚款
决定对当事人作出如下行政处罚:罚款,其他,ai,True,<泛类型>,仅有罚款决定，无具体案由描述。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对当事人作出如下行政处罚:罚款
决定对当事人发布含有以项目到达某一具体参照物的所需时间表示项,市场秩序与竞争监管,ai,True,<泛类型>,广告含到达时间表述涉嫌时间虚假宣传。,虚假广告/虚假宣传,(6-7) 泛型法条被AI分为具体分类'市场秩序与竞争监管'，应删除 | 原标记: <泛类型> | 法条: 决定对当事人发布含有以项目到达某一具体参照物的所需时间表示项
决定对当事人处以罚款,其他,ai,True,<泛类型>,仅有处罚决定表述，无法判断类型。,其他违法行为,(6-5) 处罚措施描述 | 匹配模式: '处以罚款' | 法条: 决定对当事人处以罚款
决定对当事人处罚如下:1.罚款,其他,ai,True,<泛类型>,仅见罚款决定，无具体案由信息。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对当事人处罚如下:1.罚款
决定对当事人处罚如下:处以罚款,其他,ai,True,<泛类型>,未提供具体法条内容，无法判断。,其他违法行为,(6-5) 处罚措施描述 | 匹配模式: '处以罚款' | 法条: 决定对当事人处罚如下:处以罚款
决定对当事人处罚如下:罚款,其他,ai,True,<泛类型>,仅有罚款结果，无具体案由可判定。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对当事人处罚如下:罚款
决定对当事人杭州联华华商集团有限公司处罚款,其他,ai,True,<泛类型>,仅有处罚决定标题，无法判断具体类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对当事人杭州联华华商集团有限公司处罚款
决定对当事人科处罚款,其他,ai,True,<泛类型>,仅有处罚表述，无法判定类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对当事人科处罚款
决定对昭平县联润混凝土有限公司罚款,其他,ai,True,<泛类型>,仅有罚款决定，无法判断具体类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对昭平县联润混凝土有限公司罚款
决定对深圳宝田医院处以下行政处罚:罚款,卫生健康,ai,True,<泛类型>,对“深圳宝田医院”作出处罚，属医疗领域。,医疗卫生,(6-5) 处罚措施描述 | 匹配模式: '处以下行政处罚:罚款' | 法条: 决定对深圳宝田医院处以下行政处罚:罚款
决定对被处罚人作出如下行政处罚:处罚款,其他,ai,True,<泛类型>,仅有处罚款表述，无法细分类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对被处罚人作出如下行政处罚:处罚款
决定对被处罚人作出如下行政处罚:罚款,其他,ai,True,<泛类型>,仅有处罚结果描述，无法判断类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对被处罚人作出如下行政处罚:罚款
决定对该公司作出壹万贰仟元罚款,其他,ai,True,<泛类型>,仅有罚款金额，无具体违法内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对该公司作出壹万贰仟元罚款
决定对该公司作出处罚款,其他,ai,True,<泛类型>,仅有处罚表述，无实质内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对该公司作出处罚款
决定对该公司作出如下行政处罚:处以罚款,其他,ai,True,<泛类型>,仅有处罚结果，无具体违法情形。,其他违法行为,(6-5) 处罚措施描述 | 匹配模式: '处以罚款' | 法条: 决定对该公司作出如下行政处罚:处以罚款
决定对该公司作出捌仟元罚款,其他,ai,True,<泛类型>,仅有罚款金额，无任何案情线索。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对该公司作出捌仟元罚款
决定对该公司处以150000元的罚款,其他,ai,True,<泛类型>,仅有罚款金额，无具体违法内容。,其他违法行为,(6-5) 处罚措施描述 | 匹配模式: '处以150000元的罚款' | 法条: 决定对该公司处以150000元的罚款
决定对该公司给予以下行政处罚:罚款,其他,ai,True,<泛类型>,仅有罚款决定，无法判断具体类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对该公司给予以下行政处罚:罚款
决定对该单位作出罚款,其他,ai,True,<泛类型>,仅有罚款决定，无具体案由信息。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对该单位作出罚款
决定对该单位处以罚款,其他,ai,True,<泛类型>,仅有处罚决定语句，无法判断具体类型。,其他违法行为,(6-5) 处罚措施描述 | 匹配模式: '处以罚款' | 法条: 决定对该单位处以罚款
决定对该厂作出如下行政处罚:处以罚款,其他,ai,True,<泛类型>,仅见罚款表述，无具体违法信息。,其他违法行为,(6-5) 处罚措施描述 | 匹配模式: '处以罚款' | 法条: 决定对该厂作出如下行政处罚:处以罚款
决定对违反规定条,其他,ai,True,<泛类型>,仅出现“违反规定条”，无具体内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定对违反规定条
决定给与罚款,其他,ai,True,<泛类型>,仅见“决定给予罚款”，无具体案由。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给与罚款
决定给予1.责令当场改正2.罚款,其他,ai,True,<泛类型>,仅见处罚决定措辞，无法判断类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予1.责令当场改正2.罚款
决定给予12000元罚款,其他,ai,True,<泛类型>,仅有罚款金额，无具体违法内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予12000元罚款
决定给予1万元罚款,其他,ai,True,<泛类型>,仅有处罚金额信息，无法判断类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予1万元罚款
决定给予20000元罚款,其他,ai,True,<泛类型>,仅见罚款金额，无具体案由信息。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予20000元罚款
决定给予2000元罚款,其他,ai,True,<泛类型>,仅有罚款金额，无案情细节可判。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予2000元罚款
决定给予2800元罚款,其他,ai,True,<泛类型>,仅有罚款金额，无相关法条信息。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予2800元罚款
决定给予30000元(叁万元整)罚款,其他,ai,True,<泛类型>,仅有罚款金额，无具体违法内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予30000元(叁万元整)罚款
决定给予5000元罚款,其他,ai,True,<泛类型>,仅有罚款金额，无任何案情信息。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予5000元罚款
决定给予万向一二三股份公司罚款,其他,ai,True,<泛类型>,仅有罚款决定，无具体违法信息。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予万向一二三股份公司罚款
决定给予万科思自控信息(中国)有限公司罚款,其他,ai,True,<泛类型>,仅有处罚决定，无具体违规内容说明。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予万科思自控信息(中国)有限公司罚款
决定给予万纳神核控股集团有限公司罚款,其他,ai,True,<泛类型>,仅有处罚决定表述，无法判断具体类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予万纳神核控股集团有限公司罚款
决定给予东阳市泰康文体用品有限公司罚款,其他,ai,True,<泛类型>,仅有罚款决定，缺乏具体案由。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予东阳市泰康文体用品有限公司罚款
决定给予中天建设集团有限公司罚款,建设工程与房地产,ai,True,<泛类型>,主体为建设集团，推定工程类罚款。,建设工程,(6-7) 泛型法条被AI分为具体分类'建设工程与房地产'，应删除 | 原标记: <泛类型> | 法条: 决定给予中天建设集团有限公司罚款
决定给予中欧汽车电器有限公司罚款,其他,ai,True,<泛类型>,仅有处罚决定，无具体违法内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予中欧汽车电器有限公司罚款
决定给予丽水市创辉高分子材料有限公司罚款,其他,ai,True,<泛类型>,仅有处罚决定用语，无法判断具体类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予丽水市创辉高分子材料有限公司罚款
决定给予丽水市天时科技有限公司罚款,其他,ai,True,<泛类型>,仅有罚款决定，无具体违法内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予丽水市天时科技有限公司罚款
决定给予丽水市百货大楼有限公司罚款,其他,ai,True,<泛类型>,仅有罚款决定，未体现具体违法类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予丽水市百货大楼有限公司罚款
决定给予义乌市博诚文具有限公司罚款,其他,ai,True,<泛类型>,仅见罚款决定，无具体违法情形。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予义乌市博诚文具有限公司罚款
决定给予义乌市申通快递有限公司罚款,交通运输违规,ai,True,(匹配)交通运输,快递企业运营管理属交通运输领域。,交通运输违规,(6-8) 法条不含书名号 | 法条: 决定给予义乌市申通快递有限公司罚款
决定给予义乌市薇雪服装有限公司罚款,其他,ai,True,<泛类型>,仅有处罚决定描述，无法细分。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予义乌市薇雪服装有限公司罚款
决定给予义乌市金鑫实业有限公司罚款,其他,ai,True,<泛类型>,仅有处罚决定语句，无法判断具体类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予义乌市金鑫实业有限公司罚款
决定给予二万元罚款,其他,ai,True,<泛类型>,仅有罚款金额，无具体违法情形。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予二万元罚款
决定给予云南纳芮龙经贸有限公司罚款,其他,ai,True,<泛类型>,仅有罚款决定表述，无法细分违法类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予云南纳芮龙经贸有限公司罚款
决定给予云和县奇美乐玩具有限公司罚款,其他,ai,True,<泛类型>,只有罚款结果，无具体违法内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予云和县奇美乐玩具有限公司罚款
决定给予云和县森友工艺品有限公司罚款,其他,ai,True,<泛类型>,仅见处罚决定语句，无法判断具体类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予云和县森友工艺品有限公司罚款
决定给予人民币三千七百五十元罚款,其他,ai,True,<泛类型>,仅有罚款金额，无具体违法内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予人民币三千七百五十元罚款
决定给予人民币五万元罚款,其他,ai,True,<泛类型>,仅见罚款金额，无具体案由信息。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予人民币五万元罚款
决定给予人民币伍万元罚款,其他,ai,True,<泛类型>,仅有处罚金额，无法判断具体领域。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予人民币伍万元罚款
决定给予人民币伍万柒仟伍佰元罚款,其他,ai,True,<泛类型>,仅有罚款金额，无具体违法内容描述。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予人民币伍万柒仟伍佰元罚款
决定给予人民币叁万元罚款,其他,ai,True,<泛类型>,仅有罚款金额，无具体违法内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予人民币叁万元罚款
决定给予人民币叁仟伍佰元整罚款,其他,ai,True,<泛类型>,仅有罚款金额，无违法事实描述。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予人民币叁仟伍佰元整罚款
决定给予人民币叁仟元罚款,其他,ai,True,<泛类型>,仅有罚款金额，无具体违法内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予人民币叁仟元罚款
决定给予人民币叁仟壹佰元整罚款,其他,ai,True,<泛类型>,仅有处罚金额，无任何案情信息。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予人民币叁仟壹佰元整罚款
决定给予人民币壹万伍仟元罚款,其他,ai,True,<泛类型>,仅见罚款金额，无具体违法内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予人民币壹万伍仟元罚款
决定给予人民币壹万元罚款,其他,ai,True,<泛类型>,仅见处罚金额，无具体案由信息。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予人民币壹万元罚款
决定给予人民币壹万壹仟伍佰元罚款,其他,ai,True,<泛类型>,仅有处罚金额，无任何案情信息。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予人民币壹万壹仟伍佰元罚款
决定给予人民币壹万捌仟元罚款,其他,ai,True,<泛类型>,仅有罚款金额，无具体违法情形。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予人民币壹万捌仟元罚款
决定给予人民币壹万贰仟元罚款,其他,ai,True,<泛类型>,仅有罚款金额，无具体违法内容可判定。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予人民币壹万贰仟元罚款
决定给予人民币壹仟捌佰元罚款,其他,ai,True,<泛类型>,仅有处罚金额，无任何案情线索。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予人民币壹仟捌佰元罚款
决定给予人民币壹拾叁万伍仟元罚款,其他,ai,True,<泛类型>,仅有罚款金额描述，无法判断类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予人民币壹拾叁万伍仟元罚款
决定给予人民币柒万元罚款,其他,ai,True,<泛类型>,仅有罚款金额描述，无法判断类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予人民币柒万元罚款
决定给予人民币柒仟元整罚款,其他,ai,True,<泛类型>,仅见罚款金额，无违法事实描述。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予人民币柒仟元整罚款
决定给予人民币玖仟元罚款,其他,ai,True,<泛类型>,仅有罚款金额信息，无法判断类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予人民币玖仟元罚款
决定给予人民币贰万伍仟伍佰元罚款,其他,ai,True,<泛类型>,仅有罚款金额信息，无法判断类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予人民币贰万伍仟伍佰元罚款
决定给予人民币贰万元罚款,其他,ai,True,<泛类型>,仅有罚款结果，无具体案由信息。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予人民币贰万元罚款
决定给予人民币贰仟元罚款,其他,ai,True,<泛类型>,仅见罚款金额，无具体违法内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予人民币贰仟元罚款
决定给予人民币陆仟元罚款,其他,ai,True,<泛类型>,仅有处罚金额，无法判断具体类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予人民币陆仟元罚款
决定给予以下行政处罚:1.罚款人民币贰万玖仟元整;2.罚款,其他,ai,True,<泛类型>,仅见处罚结果，无具体法条信息。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予以下行政处罚:1.罚款人民币贰万玖仟元整;2.罚款
决定给予以下行政处罚:两起事故各处肆拾万元罚款,安全生产,ai,True,<泛类型>,提及两起事故罚款，属安全生产。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 决定给予以下行政处罚:两起事故各处肆拾万元罚款
决定给予以下行政处罚:分别:1.罚款人民币贰万伍仟元整;2.罚款,其他,ai,True,<泛类型>,仅见处罚金额，无具体违法内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予以下行政处罚:分别:1.罚款人民币贰万伍仟元整;2.罚款
决定给予以下行政处罚:处罚款,其他,ai,True,<泛类型>,仅见处罚款表述，无法判断具体类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予以下行政处罚:处罚款
决定给予以下行政处罚:对第1项违法违规行为,其他,ai,True,<泛类型>,未提供具体法条内容，无法判断。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予以下行政处罚:对第1项违法违规行为
决定给予以下行政处罚:罚款,其他,ai,True,<泛类型>,仅有罚款结果，无具体违法内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予以下行政处罚:罚款
决定给予以下行政处罚:限期十天改正,其他,ai,True,<泛类型>,仅写明限期改正，无法确定领域。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予以下行政处罚:限期十天改正
